id,Koulun nimi,name,desc,precision,latitude,longitude,1a. Onko koulussanne ollut tai onko koulussanne tällä hetkellä,1b. Onko havaittu ongelma vielä olemassa?,1c. Tarkenna halutessasi vastausta,2a. Miten tilanne on varmennettu rakennusteknisesti tai muilla tutkimuksilla?,2b. Tarkenna halutessasi vastausta,3. Minä vuonna ongelma on havaittu?,4a. Onko kouluterveydenhuolto selvittänyt oppilaiden oireilua tai sairastumista?,4b. Onko työterveyshuolto selvittänyt työntekijöiden oireilua tai sairastumista?,5. Onko koulunne oppilaita siirretty muihin tiloihin ongelmien vuoksi?,"6. Arvionne, millä summalla korjaustöitä on tehty?",7. Onko teille myönnetty näihin korjauksiin valtion kohdentamaa tukea?,8. Mitä esteitä on tullut ongelman hoitamisessa ja rakennuksen kuntoon saattamisessa?,Koulurakennuksen rakennusvuosi,Peruskoulun oppilasmäärä
492,Lönnrotin koulu,"Lönnrotinkatu 1, 53600 Lappeenranta","Lönnrotinkatu 1, FI-53600 Lappeenranta, Finland",address,61.05884,28.18054,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,Kahdessa luokassa on Uniqair-ilmanpuhdistin. Niiden luokkien opettajilla on ollut lieviä silmäoireita syksyn sateisten jaksojen aikana. Puhdistimien ollessa käytössä oireita ei ole ollut.,Muulla kuntoarviolla,Ilmanvaihdon tehokkuutta on tutkittu.,2013,Ei,Kyllä,Ei,0 – 10 000 €,Ei,Ei ongelmia !,1888,150
493,Keskustan koulu,Kappelinkatu 4 38700 Kankaanpää,"Kappelinkatu 4, FI-38700 Kankaanpää, Finland",address,61.8033237,22.3897979,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,,Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,2010,Kyllä,Kyllä,Kyllä,1 000 000 – 10 000 000 €,Kyllä,,1954,350
494,Korvatunturin koulu,"Sauherrantie 23, 98800 Savukoski, Finland","Sauherrantie 23, FI-98800 Savukoski, Finland",address,67.2873248,28.1716092,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,Ensin tarkistamme ns. palopeltien toimivuuden.<br /><br />Uudisrakennus 1969; laajempi peruskorjaus 1989,Muulla kuntoarviolla,"Koululla tehtiin ns. laaja terveystarkastus, joka käsitti myös sisäilman arvioinnin ja palautteen oireista kouluterveydenhoitajalta.",2015,Kyllä,Kyllä,Ei,0 – 10 000 €,Ei,Vast´ikään ilmennyt epäily,1989,84
495,Miedon koulu,"Hakunintie 42, 61360 Mieto, Finland","Hakunintie 42, FI-61360 Kurikka, Finland",address,62.56547,22.29164,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,juuri nyt selvitettävänä,Muulla kuntoarviolla,"rakennepiirustuksia tutkimalla, muut tutkimukset kesken tai alkamassa",2015,Kyllä,Kyllä,Ei,0 – 10 000 €,Ei,"useat yhtäaikaiset ongelma- tai korjauskohteet kaupungissa samanaikaisesti, korjauksien ja tutkimusten aikatauluttaminen ja järjestys, täytyy odotella vuoroaan<br />- mutta tärkeintä on, että ongelmiin on tartuttu ja niitä hoidetaan!",1966,85
496,KImpisen koulu,"Pohjolankatu 23, 53100 Lappeenranta","Pohjolankatu 23, FI-53100 Lappeenranta, Finland",address,61.05826,28.20006,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,Ilmastoinnin säädöt tarkastettava.,Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,,2014,Kyllä,Kyllä,Ei,0 – 10 000 €,Ei,,1950,994
497,Pielaveden yhtenäiskoulu/puustelli,"Laurinpurontie 23, 72400 Pielavesi, Finland","Laurinpurontie 23, FI-72400 Pielavesi, Finland",address,63.23617,26.75656,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,,,,,,,,1966,180
498,Pielaveden lukio,"Koulutie 3, 72400 Pielavesi, Finland","Koulutie 3, FI-72400 Pielavesi, Finland",address,63.23369,26.75109,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Rakennuksen kuntotutkimuksella,,,,,,,,,1957,80
499,Karin koulu,Savilankatu 5 26100 Rauma,"Savilankatu 5, FI-26100 Rauma, Finland",address,61.12699,21.50606,kosteus- ja homeongelma,,"Alakerrassa kosteutta lattiassa, josta se nousi ylö seinille. Muovimatto oli liimattu virheellisellä liimalla. Lattiamateriaali vaihdettiin. Koulu rakennettu 1920 -ja laajennusosa 1950 luvulla, peruskorjaus 2004-2005.",Muulla kuntoarviolla,Ei varmaa tietoa. Lattiaremontti tehtiin kesällä 2015. Oireilua ei ole esiintynyt henkilökunnan eikä oppilaiden keskuudessa koko aikana.,2008,Kyllä,Kyllä,Ei,10 000 – 100 000 €,Ei,Korjauksen aloiittaminen kesti vuosia.,1920,260
500,Anttilan koulu,"Kirkkokatu 6, 08100 Lohja","Kirkkokatu 6, FI-08100 Lohja, Finland",address,60.25387,24.06576,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Rakennetutkimuksissa löydetty isot mikrobivauriot rakennuksen ulkoseinistä. <br />Lisäksi riittämätön ilmanvaihto, jossa mukana kuitupölyä.<br /><br />Ongelmat ns. vanhalla puolella (rakennusvuosi 1982). Ns. uusi puoli on kunnossa (rakennusvuosi 2003).",Rakennuksen kuntotutkimuksella,,2014,Kyllä,Kyllä,Kyllä,1 000 000 – 10 000 000 €,En osaa sanoa,,1982,366
501,Nokia-Viholan koulu,"Toukokatu 1, 37120 Nokia, Finland","Toukokatu 1, FI-37120 Nokia, Finland",address,61.46683,23.5224,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,Nokia-Viholan koulu koostuu kahdesta eri koulutalosta. Suurempi yksikkö on rakennettu v. 2011 ja pienempi yksikkö v. 1995.,Muulla kuntoarviolla,,,,,,,,,2011,397
502,Keskuskoulu,"Halmstadinkatu 2, 10900 Hanko","Halmstadinkatu 2, FI-10900 Hanko, Finland",address,59.8298,22.96706,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Koulussamme on hajuhaittoja, joiden alkuperää tilahallinto ei ole pyynnöistä huolimatta selvittänyt.",Ei millään em. tavalla,,2006,En osaa sanoa,En osaa sanoa,Ei,0 – 10 000 €,En osaa sanoa,"Tilahallinnon kanssa näkemysero, rahan puute ja ilmeisesti priorisointi, muut koulut ja laitokset edelle.",1950,210
503,Kaitaan koulu,"Iivisniementie 1, 02260 Espoo","Iivisniementie 1, FI-02260 Espoo, Finland",address,60.14928,24.6957099,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,Koulurakennus on valmistunut vuonna 1966 ja peruskorjattu 2010.,Sisäilmanlaadun tutkimuksilla,Olenne otoksena Itä-Suomen yliopiston sisäilmatutkimuksessa. Tämä tutkimus ei ole havainnut ongelmia koulumme sisäilmassa.,,,,,,,,1966,282
504,Littoisten koulu,"Nitinkaari 4, 20660 Littoinen","Nitinkaari 4, FI-20660 Lieto, Finland",address,60.45188,22.41071,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,Itse koulurakennus rakennettu 1956; mm. salaojat pettäneet<br />Lisärakennus rakennettu 2000: sen laajennuksessa syntyi vuoto kattoon,Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,Kaikki korjattu: koulu evakossa 10/2013 - 3/2014 välisen ajan: korjaus ilmeisen onnistunut: oppilaat tai henkilökunta ei ole reagoinut enää homeeseen tai huonoon sisäilmaan.,2012,Kyllä,Kyllä,Kyllä,,Kyllä,ei löydy rahoitusta kunnan kassasta,1956,208
505,Pontuksen koulu Mustolan toimipiste,"Mustolankatu 34, 53420 lappeenranta","Mustolankatu 34, FI-53420 Lappeenranta, Finland",address,61.06614,28.3184,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,,Sisäilmanlaadun tutkimuksilla,,2011,Kyllä,Kyllä,Ei,,,,1960,92
506,Kortelan koulu,"Kortelantie 23, 26840 Rauma, Finland","Kortelantie 23, FI-26840 Rauma, Finland",address,61.0951,21.4999,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Ilmeisesti, ehkä, ilmassa on joitakin partikkeleja, joihin herkimmät reagoivat. 1952, 1994",Ei millään em. tavalla,Ihminen on paras indikaattori.,2015,En osaa sanoa,Kyllä,Ei,0 – 10 000 €,Ei,,1994,77
507,Kirkonkylän koulu,"Koulukuja 2, 81100 Kontiolahti","Koulukuja 2, FI-81100 Kontiolahti, Finland",address,62.76724,29.84712,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Ei millään em. tavalla,,,,,,,,,1954,316
508,Jalavapuiston koulu,"Jalavakuja 1, 02760 Espoo","Jalavakuja 1, FI-02760 Espoo, Finland",address,60.19712,24.66571,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Ei millään em. tavalla,,,,,,,,,1998,316
509,Ulvilan yhteiskoulu,Kaarinantie 4 28400 Ulvila,"Kaarinantie 4, FI-28400 Ulvila, Finland",address,61.42247,21.87139,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla,Rakennuksemme on peruskorjattu 2007-2009. Remottivaiheen jälkeen oli epäilyjä kosteus- ja homeongelmista. Koululla kävi homekoira vanhempainyhdistyksen kautta. Tämän lisäksi materiaaleista otettiin näytteitä ja kosteutta mitattiin pintamittareilla. Ongelmia ei havaittu. Nyt ei ole ollut edes epäilyjä viimeiseen 5 vuoteen.,,,,,,,,1981,473
510,Varissuon koulu,Kuopuksenpolku 1. 20610 Turku,"Kuopuksenpolku 1, FI-20610 Turku, Finland",address,60.44558,22.35889,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Koulun henkilökunnalla oireita, joiden epäiltiin johtuvan huonosta sisäilmasta. ",Sisäilmanlaadun tutkimuksilla,"Työpaikkaselvitys tehty 21.3.2013, jonka seurauksena rakennuksen ilmanvaihtoputkisto puhdistettiin ja ilmanvaihtoa säädettiin.",2013,Ei,Kyllä,Ei,0 – 10 000 €,Ei,,1984,165
511,Lahden yhteiskoulu,"Kirkkokatu 2, 15110 Lahti","Kirkkokatu 2, FI-15110 Lahti, Finland",address,60.98549,25.65519,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,"Rakennukset laajennuksineen vuosilta: 1899, 1956, 1958, 1964, 1989, 1993, 2001, 2005",Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,,,,,,,,,1899,1050
512,Korpitien koulu,"Lampitie 2, 88300 Paltamo","Lampitie 2, FI-88300 Paltamo, Finland",address,64.4061399,27.82869,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,,Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,2013,Ei,,Ei,0 – 10 000 €,Ei,Mittauksista osa on tehtävä pakkasaikana. Kevät - ja syksy - ei tapahdu mitään tutkintaa.,1957,283
513,Hausjärven yläaste ja lukio,"lukiotie 7, 12100 Oitti","Lukiotie 7, FI-12100 Hausjärvi, Finland",address,60.79473,25.0328899,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Henkilöstön sairastelun vuoksi oli syytä epäillä ongelmia sisäilmassa. Tilanne on tällä hetkellä sairauspoissaolojen osalta parantunut.<br /><br />Ongelmat kohdistuivat lukiorakennukseen, eli ainoastaan toiseen yksiköistämme.  <br /><br />Lukion puupuoli RV. 1895<br />Muu lukiorakennus RV. 1959<br />yläaste RV. 1973 ",Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,Opetushenkilöstön oireilun vuoksi tehtiin tutkimukset. Tutkimusten pohjalta annettiin ohjeistus toimenpiteisiin. Toimenpiteet on toteutettu. Toimenpiteiden johdosta tilanne on hyvä.,2011,En osaa sanoa,Kyllä,Ei,100 000 – 1 000 000 €,Ei,,1959,250
514,Rantakylän koulu,"Rantakylänkatu 12, 80160 Joensuu, Finland","Rantakylänkatu 12, FI-80160 Joensuu, Finland",address,62.6194,29.81449,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,,Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,,1991,Kyllä,Kyllä,Kyllä,100 000 – 1 000 000 €,Ei,Tarkkojen syiden sekä oireiden aiheuttajan selville saaminen ja lopullisen ratkaisun aikaansaaminen.,1972,385
515,Ruoveden Yhteiskoulu,"Kuruntie 6, 34600 Ruovesi","Kuruntie 6, FI-34600 Ruovesi, Finland",address,61.9823595,24.0684003,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Sisäilmanlaadun tutkimuksilla,,,,,,,,,1956,320
516,Sylvään koulu,"Ojansuunkatu 8, 38200 Sastamala","Ojansuunkatu 8, FI-38200 Sastamala, Finland",address,61.3401,22.92092,kosteus- ja homeongelma,,Kattokaivovuotoja.,Muulla kuntoarviolla,Kattovesien purkuviemäreiden ympäristöissä lattia ym. rakenteiden kosteusmittaukset.,2013,Kyllä,Kyllä,Ei,10 000 – 100 000 €,Ei,"Yhteistyössä omistajan, Tilakeskuksen kanssa korjaukset on saatu tehtyä ILMAN ESTEITÄ.",1973,520
517,Ehnroosin koulu,"Nordenskiöldintie 2, 04600 Mäntsälä","Nordenskiöldintie 2, FI-04600 Mäntsälä, Finland",address,60.63005,25.32194,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Koulussamme todettiin sisäilmaan liittyvä ongelma täydellisen sisäilmasta aiheutuneen peruskorjauksen jälkeen vuosien 2012-2013 aikana. Kysymys oli haitallisesta määrästä txib-yhdistettä. Myös mahdollisia muita ongelmia. Home ja kosteusvaurioita ei todennettu suoranaisesti. Koulu on nyt käyttökiellossa.<br /><br />Koulurakennus on rakennettu useassa osassa eri vuosikymmeninä (1950, 1970, 1980)",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,2012,Kyllä,Kyllä,Kyllä,100 000 – 1 000 000 €,En osaa sanoa,"Ongelman tarkkaa (kohdennettua) syytä ja laajuutta ei tiedetä, ongelma on laaja ja moninainen; rakennus on suuri, moniosainen ja eri aikakausina rakennettu",1956,500
518,Lauritsalan koulu,"Hallituskatu 22, 53300 Lappeenranta","Hallituskatu 22, FI-53300 Lappeenranta, Finland",address,61.0727,28.25989,kosteus- ja homeongelma,,"Rakennetutkimusten mukaan laajamittaisia kosteusongelmia. Oirekyselyt tekeillä.<br />Rakennusvuodet 1934, 1964, 1973, 2007, neliöitä n. 12000<br />Peruskorjattu 2007 yli 10 milj.<br />Laajamittaiset rakenteelliset vauriot 2015!<br />Rakennus kannattaa mitä todennäköisimmin purkaa! Asia selviää helmikuun loppuun mennessä. Uuden koulun rakentaminen maksanee noin 20-30 milj. e.<br />Lappeenrannan kaupungin tilakeskuksen johtaja Katri Tolvanen antaa lisätiedot",Rakennuksen kuntotutkimuksella,henkilöstön ja oppilaiden oireilu ja oirekyselyt joulukuu 2015,2014,Kyllä,Kyllä,Kyllä,100 000 – 1 000 000 €,Ei,"Koulun suuri koko, tilanahtaus, rahan puute, aika, ongelman vähättely ja kieltäminen aluksi (vuosia sitten).",2007,762
519,Loukinaisten koulu,"Nenämäentie 2, 21410 Vanhalinna","Nenämäentie 2, FI-21410 Lieto, Finland",address,60.48422,22.40136,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,- kostea laatta <br />- salaojien toimimattomuus<br />- eristevillojen kosteusongelmat<br />Rakentamisvuosi 1999 ja 2002 laajennus,Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,,2008,Kyllä,Kyllä,Ei,100 000 – 1 000 000 €,En osaa sanoa,Ilmanvaihdon käyttökatkaisut sekä ilmanvaihdon tasapainoittamisongelmat.,1999,237
520,"Nummenpakan koulu, Nummen yksikkö","Kirkkotie 31, 20540 Turku","Kirkkotie 31, FI-20540 Turku, Finland",address,60.46153,22.29503,kosteus- ja homeongelma,,Nummen koulurakennuksien A-osa rakennettu 1930 (kosteusongelma löytyi tästä osasta)<br />Nummen koulurakennuksen B-osa rakennettu 1932<br />Vuonna 1990 tehtiin kohteen peruskorjaus ja samalla rakennettiin C-osa ,Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,Nummen koulun kosteustekninen kuntotutkimus (tutkimusselostus nro 1376 31.3.2005),2004,Kyllä,Kyllä,Kyllä,100 000 – 1 000 000 €,En osaa sanoa,,1930,234
521,Jäälin koulu,"Rivitie 11, 90940 Jääli, Finland","Rivitie 11, FI-90940 Oulu, Finland",address,65.09057,25.68863,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Jäälin koulun ""vanha osa"" rakennettu v. 1977 ja laajennus tehty 1994.<br /><br />Jäälin koulussa on todettu sisäilmaongelma, joka aiheuttaa terveydellisiä oireita osalle oppilaista ja henkilökunnasta. Sisäilmatutkimuksissa ei ole löydetty selkeätä oireiden aiheuttajaa (esim. VOC-päästöt). Oireita kuitenkin esiintyy monista tehdyistä toimenpiteistä huolimatta. Koulussa on tehty mittavat kuntokartoitukset vuosien 2011-2015 aikana ja asiaa hoidetaan virallisen sisäilmatyöryhmän johdolla. Koulu on mukana Oulun kaupungin investointiohjelmasuunnittelussa statuksella kiireellinen johtuen sekä Jäälin koulun rakennus- ja taloteknisistä että toiminnallisista, terveydellisistä ja työsuojelullisista ongelmista..<br />Pieniä paikallisia kosteus- ja homevaurioita on todettu ja korjattu.",Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,Kuntoarvio 4/2011 ISS Proko Oy<br />Ilmanvaihtoon liittyvä raportti 25.2.2013 YIT Kiinteistötekniikka Oy<br />Sisäilmatutkimusraportti 29.1.2013 ISS Proko Oy<br />Työpaikkaselvitysraportti 31.1.2013<br />Työterveyslaitoksen sisäilmastokysely 17.5.2013<br />,2010,Kyllä,Kyllä,Ei,10 000 – 100 000 €,Ei,"Sisäilmatyöryhmässä käsitellyt ja sovitut toimenpiteet on toteutettu sovitusti, esim. korjaukset, ilmanvaihdon säädöt ja huollot sekä korjaukset, tilojen paineistuksen kääntäminen lievästi ylipaineiseksi, ilmanpuhdistuslaitteiden asennukset, siivoustason nostaminen, tiloissa olleiden tarpeettomien tavaroiden poistaminen.<br />Yhteistyö on eri toimijoiden kanssa sujunut asioiden etenemiseksi hyvin (esim. Oulun Tilakeskus, Serviisi, henkilöstö).",1977,360
522,Langinkosken koulu,Allintie 20 48220 Kotka,"Allintie 20, FI-48220 Kotka, Finland",address,60.4871,26.90142,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Vuonna 1956 rakennettu koulukiinteistö: ilmanvaihto (painovoima) ei riitä, sisäilman laatu on heikko",Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,"Kuntotutkimuksia ja kuntoarvioita on tehty useampia, koska kouun tarve- ja hankeselvitys on ollut meneillään jo yhdeksättä vuotta. Vielä ei ole päätöstä saatu aikaan.",,,,,,,,1956,410
523,Ruonalan koulu,"Karhuvuorentie 1, 48300 Kotka","Karhuvuorentie 1, FI-48300 Kotka, Finland",address,60.47989,26.86852,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Ongelmia havaittiin noin vuonna 2003, jolloin tilannetta alettiin välittömästi selvittää.  Koululla tehtiin erilaisia tutkimuksia ja toimenpiteitä, jotka eivät kuitenkaan tuolloin johtaneet tilanteen paranemiseen. Koulu siirtyi väistötiloihin helmikuussa 2005, jonka jälkeen koululla tehtiin suuri peruskorjaus.  Peruskorjattuun kouluun muutettiin takaisin joulukuussa 2006. ",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,2003,Ei,Kyllä,Kyllä,1 000 000 – 10 000 000 €,En osaa sanoa,"Ongelmaan tartuttiin heti ja rakennus saatiin kuntoon.  Asioiden selvittelyaika tuntui tietenkin työntekijöistä (etenkin oireilevista) hitaalta, mutta meitä pidettiin mielestäni hyvin ajan tasalla ja kerrottiin, miten prosessi etenee.",1963,210
524,Nuolialan koulu,"Jaakontie 5, 33950 Pirkkala, Finland","Jaakontie 5, FI-33950 Pirkkala, Finland",address,61.47109,23.68747,kosteus- ja homeongelma,,"Nuolialan koulun v.1950 rakennetussa kivikoulussa havaittiin kosteusvaurio syksyllä 2014. Koulun osa suljettiin v.2015 ja oppilaat siirtyivät väistötiloihin. <br /><br />Koulurakennusten rakentamis- ja laajentamisvuodet:<br />1918 (puukoulu), 1923 (puukoulu), 1950, 1991, 2006, 2014",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,,2014,Ei,Ei,Kyllä,10 000 – 100 000 €,Ei,,1950,580
525,Hämeenkadun koulu,"Hämeenkatu 36, 05820 Hyvinkää","Hämeenkatu 36, FI-05800 Hyvinkää, Finland",address,60.63784,24.8676,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Ennen peruskorjausta (2011) joitain sisäilma- ja kosteusongelmia, joita hoidettu korjaustoimenpitein.<br /><br />Hämeenkadun koulu koostuu kolmesta koulurakennuksesta:<br />Alapuukoulu rv. 1907<br />Yläpuukoulu  rv. 1929<br />Kivikoulu  rv. 1949<br />Peruskorjaus ja laajennus, kivikoulun yhteyteen  rv. 2011<br /><br />Vastaaja (rehtori) ollut nykyisessä koulussaan vuodesta 2011. Kuulopuheiden ja henkilökunnan kanssa näinä vuosina käytyjen keskustelujen pohjlata voin todeta, että ongelmia, jotka eivät kuitenkaan ole estäneet työskentelyä koulussa, on ollut vuosikymmenten varralla.<br />Nykytilanne oikein hyvä.",Rakennuksen kuntotutkimuksella; Sisäilmanlaadun tutkimuksilla,Arvioni pohjlata.,,Ei,Kyllä,Ei,1 000 000 – 10 000 000 €,Kyllä,,2011,440
526,Jokilaakson koulun pienryhmäopetus,Karjatie 9 20421 Lieto,"Karjatie 9, FI-21420 Lieto, Finland",address,60.50596,22.45401,koulussamme ei ole havaittu sisäilmaan liittyviä ongelmia,,,Ei millään em. tavalla,2012 valmistunut rakennus. Kukaan ei ole oireillut.,,,,,,,,2012,102
527,Lavolan koulu,"Lavolantie 16, 53850 Lappeenranta","Lavolantie 16, FI-53850 Lappeenranta, Finland",address,61.04283,28.10571,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,,Rakennuksen kuntotutkimuksella,,2009,Kyllä,Kyllä,Ei,,En osaa sanoa,,1951,220
528,Tönnön koulu,"Tönnönkoskentie 12, 16300 Orimattila","Tönnönkoskentie 12, FI-16300 Orimattila, Finland",address,60.79841,25.69507,"jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Ilmanvaihtokoneen virheellinen säätö rikkoutuneen säätöpellin johdosta. Rakennusvuodet: vanha osa 1906, uusi osa 1989",Sisäilmanlaadun tutkimuksilla,Sisäilmamittaukset 11/2013,2012,Kyllä,Kyllä,Ei,0 – 10 000 €,Ei,Ei ole ollut esteitä. Korjaukset ovat sujuneet nopealla tahdilla ja sisäilmatyöryhmä on toiminut hyvin.,1906,109
529,Kurittulan koulu,Koulukuja 1 21250 Masku,"Koulukuja 1, FI-21250 Masku, Finland",address,60.56766,22.10635,"kosteus- ja homeongelma; jokin muu sisäilmaongelma (esim. ilmanvaihtoon, lämpöoloihin tai sisäilman laatuun liittyviä ongelmia)",,"Rakennuksen osat on rakennettu 1956, 1975,1984,2000. Ja ongelma on tasaisesti jokaisessa rakennuksessa. ",Rakennuksen kuntotutkimuksella; Muulla kuntoarviolla; Sisäilmanlaadun tutkimuksilla,"On tehty RTC Vahasen kuntotutkimus vuosina 2012 ja 2015. Vuoden 2012 tutkimuksen perusteella ei ole tehty riittäviä korjauksia ja nyt (syksyllä 2014) todettiin mittavaa oireilua. Sen perusteella tehtiin RTC Vahasen kuntotutkimus uudestaan 2015 keväällä.<br />On tehty TTL:n kyselytutkimus (kevät 2015) henkilökunnalle.<br />On tehty THL:n kyselytutkimus (loppukevät 2015) oppilaille.<br />Kouluterveydenhuolto seuraa viikottaisella oirekyselykaavakkeella oppilaiden oireilua. huoltaja voi halutessaan toimittaa kaavakkeen terv.hoitajalle.<br />Työterveyshuolto on tehnyt (syksy 2015) tarkentavan kyselyn ja sen perusteella kutsunut oireilevat työntekijät lääkärintarkastukseen.<br />Ongelma on havaittu aikaisin (ks alle), mutta kunta ei ole reagoinut asiaan ennenkuin 2012 ja 2015. Työterveyslääkäri laatii marraskuun loppuun mennessä lausunnon , jonka L_S AVIn työsuojelupiiri pyysi tarkastuksensa yhteydessä syksyllä 2015.",2007,Kyllä,Kyllä,Kyllä,10 000 – 100 000 €,Ei,,1956,430
